ticker,nom,secteur,dernier_cours,variation_jour_pct,volume,volume_moyen_20j,volume_ratio,ema_9,ema_20,ema_200,rsi_14,variation_moyenne_14j_pct,plus_haut_52s,plus_bas_52s,plus_haut_20j,plus_bas_20j,croisement,cassure_20j,score_tendance,configuration_tendance,date
BN.PA,Danone,Agroalimentaire,68.22,0.09,1022001,1353018.0,0.76,68.681,69.501,69.641,43.2,2.22,80.14,60.64,74.12,66.82,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-07
DSY.PA,Dassault Systèmes,Technologie,22.25,2.39,1770896,2233951.0,0.79,21.04,20.127,21.187,73.2,3.96,30.36,15.82,22.43,17.56,,haussière,0,Prix > EMA200 > EMA9 > EMA20,2026-08-07
EDEN.PA,Edenred,Services,28.92,0.07,322253,854465.0,0.38,28.43,27.276,22.529,69.8,3.03,29.5,15.23,29.5,23.56,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
ENGI.PA,Engie,Énergie,26.72,0.6,1867653,2995716.0,0.62,26.699,26.823,25.328,48.1,2.5,29.89,17.2,27.93,25.94,,,0,EMA20 > Prix > EMA9 > EMA200,2026-08-07
EL.PA,EssilorLuxottica,Santé/Optique,172.3,0.58,786218,691966.0,1.14,169.321,168.616,207.307,56.0,3.27,323.8,160.6,176.6,160.8,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
ERF.PA,Eurofins Scientific,Santé,69.8,-0.11,161279,237844.0,0.68,69.052,68.649,64.322,57.8,2.5,74.32,54.86,71.28,64.56,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
RMS.PA,Hermès,Luxe,1635.5,0.58,73076,100232.0,0.73,1596.591,1610.736,1821.873,52.2,3.51,2300.0,1465.5,1709.0,1465.5,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-08-07
KER.PA,Kering,Luxe,286.65,-1.07,243415,328674.0,0.74,279.953,270.047,259.448,62.1,3.21,354.2,209.2,293.5,236.2,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
OR.PA,L'Oréal,Cosmétiques,385.9,-1.15,300451,303571.0,0.99,386.56,384.301,374.576,52.6,2.37,408.35,338.85,401.0,366.1,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-07
LR.PA,Legrand,Industrie,140.2,0.83,400656,672940.0,0.6,136.498,136.732,138.203,55.7,3.03,166.95,121.95,143.45,125.7,,,0,Prix > EMA200 > EMA20 > EMA9,2026-08-07
MC.PA,LVMH,Luxe,480.0,-0.3,404209,506795.0,0.8,479.012,479.961,509.775,49.4,2.84,654.7,440.0,503.1,449.5,,,-4,EMA200 > Prix > EMA20 > EMA9,2026-08-07
ML.PA,Michelin,Industrie,34.56,1.14,1659166,1677504.0,0.99,34.486,34.477,32.09,52.4,2.02,35.72,25.51,35.48,33.46,haussier,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
ORA.PA,Orange,Télécom,16.45,0.83,4219009,4579268.0,0.92,16.455,16.487,16.18,48.9,2.32,18.81,13.07,17.52,15.83,,,0,EMA20 > Prix > EMA9 > EMA200,2026-08-07
RI.PA,Pernod Ricard,Boissons,70.32,1.88,697538,648445.0,1.08,68.114,66.733,71.763,65.8,2.68,107.45,58.6,71.14,61.16,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
PUB.PA,Publicis,Communication,100.0,0.73,1088854,667063.0,1.63,95.587,92.621,84.614,71.9,2.72,100.85,68.14,100.85,85.02,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
RNO.PA,Renault,Automobile,28.64,1.56,1662430,1357317.0,1.22,27.931,27.359,30.5,62.7,2.78,37.97,24.66,29.02,25.46,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
SAF.PA,Safran,Aéronautique,357.4,0.62,369629,555193.0,0.67,349.439,342.334,307.657,65.2,2.47,361.9,262.6,361.9,316.9,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
SGO.PA,Saint-Gobain,Matériaux,85.44,0.85,940203,959722.0,0.98,82.212,79.686,80.653,68.6,2.68,100.75,65.88,87.18,72.22,,,0,Prix > EMA9 > EMA200 > EMA20,2026-08-07
SAN.PA,Sanofi,Santé,75.31,1.35,1953360,2285822.0,0.85,75.214,75.637,79.232,48.5,2.74,91.15,71.25,80.18,72.07,,,0,EMA200 > EMA20 > Prix > EMA9,2026-08-07
SU.PA,Schneider Electric,Industrie,303.7,1.03,786357,876643.0,0.9,291.038,282.317,259.29,69.8,2.7,306.25,208.8,306.25,255.7,,haussière,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
GLE.PA,Société Générale,Banque,83.92,-0.37,1203864,1425813.0,0.84,81.959,79.673,68.433,68.2,2.45,84.82,50.9,84.82,72.85,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
STLAP.PA,Stellantis,Automobile,4.8,-1.52,9658494,5404157.0,1.79,4.94,5.018,6.781,38.2,3.86,10.49,4.59,5.34,4.69,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-07
STMPA.PA,STMicroelectronics,Technologie,48.26,3.16,2397208,3436898.0,0.7,47.279,50.262,42.036,41.8,5.25,70.85,18.2,63.62,42.42,,,0,EMA20 > Prix > EMA9 > EMA200,2026-08-07
TEP.PA,Teleperformance,Services,70.0,1.92,433198,313418.0,1.38,65.493,61.439,60.428,69.3,5.99,78.14,43.65,72.0,51.6,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
HO.PA,Thales,Défense,264.8,0.08,180263,246643.0,0.73,255.138,245.642,238.273,73.8,2.85,279.3,212.6,270.4,216.4,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
TTE.PA,TotalEnergies,Énergie,74.09,-0.6,3005329,3485154.0,0.86,74.518,73.69,68.486,53.0,2.18,81.34,49.24,76.78,68.57,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-07
URW.PA,Unibail-Rodamco-Westfield,Immobilier,104.3,0.14,180951,197604.0,0.92,104.679,104.226,97.334,53.0,1.26,106.65,85.6,106.2,100.85,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-07
VIE.PA,Veolia,Environnement,35.19,0.34,1279800,1655908.0,0.77,35.297,35.728,33.623,44.2,2.15,37.66,27.43,37.66,34.16,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-07
DG.PA,Vinci,BTP,125.35,-0.99,906920,774327.0,1.17,124.084,122.836,124.423,56.9,1.55,143.15,112.4,127.75,117.1,,,0,Prix > EMA200 > EMA9 > EMA20,2026-08-07
VIV.PA,Vivendi,Médias,1.72,2.26,3063552,2629133.0,1.17,1.749,1.841,2.336,38.0,4.25,3.21,1.56,2.05,1.56,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-07
ATO.PA,Atos,Technologie,31.7,-0.13,71711,123617.0,0.58,31.624,31.78,48.237,47.4,4.96,63.24,27.68,34.28,27.68,,,0,EMA200 > EMA20 > Prix > EMA9,2026-08-07
SOI.PA,Soitec,Semi-conducteurs,122.5,1.45,166335,410310.0,0.41,113.936,110.118,87.656,58.7,8.44,200.5,22.62,128.0,81.66,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
NANO.PA,Nanobiotix,Biotech,33.46,0.78,121944,118812.0,1.03,33.715,33.69,26.369,49.4,5.5,47.66,6.49,37.46,30.5,,,0,EMA9 > EMA20 > Prix > EMA200,2026-08-07
ADOC.PA,Adocia,Biotech,4.14,2.02,85286,76186.0,1.12,4.02,3.988,5.233,57.2,3.26,12.4,3.61,4.16,3.61,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
BVI.PA,Bureau Veritas,Services,28.36,-0.28,783015,1051241.0,0.74,28.17,27.766,27.109,59.1,2.14,30.18,24.58,30.18,26.49,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
CO.PA,Casino Guichard,Distribution,0.21,-5.25,1041460,474704.0,2.19,0.198,0.194,0.291,59.8,6.33,0.71,0.15,0.22,0.17,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
COFA.PA,Coface,Assurance,16.1,-0.19,117773,209398.0,0.56,16.038,15.923,15.583,59.3,1.57,16.99,14.02,16.39,15.46,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
GET.PA,Getlink,Transport,18.56,0.05,407615,628996.0,0.65,18.563,18.585,17.807,48.8,1.43,19.85,15.02,18.99,18.23,,,2,EMA20 > EMA9 > Prix > EMA200,2026-08-07
ICAD.PA,Icade,Immobilier,18.95,-1.15,159966,109771.0,1.46,19.277,19.283,20.32,42.4,2.01,23.06,18.09,19.98,18.45,baissier,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-07
IPN.PA,Ipsen,Santé,161.6,-0.19,107122,116973.0,0.92,160.322,160.826,148.872,50.7,3.53,174.0,107.0,174.0,153.1,,,4,Prix > EMA20 > EMA9 > EMA200,2026-08-07
IPS.PA,Ipsos,Services,40.08,1.06,74869,138434.0,0.54,39.272,38.469,36.646,57.8,4.67,42.98,29.1,42.98,34.7,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
IPH.PA,InnatePharma,Biotech,1.51,-0.92,144206,83149.0,1.73,1.537,1.555,1.537,40.3,2.95,2.2,1.03,1.65,1.5,,,0,EMA20 > EMA9 > EMA200 > Prix,2026-08-07
JCQ.PA,Jacquet Metal Service,Industrie,21.05,-1.86,4663,1307.0,3.57,21.501,21.573,21.314,41.5,1.37,25.4,17.06,22.1,21.0,,,0,EMA20 > EMA9 > EMA200 > Prix,2026-08-07
MERY.PA,Mercialys,Immobilier,11.88,-0.5,136009,129798.0,1.05,11.944,11.879,11.552,51.5,1.69,12.98,10.42,12.38,11.46,,,4,EMA9 > Prix > EMA20 > EMA200,2026-08-07
NEX.PA,Nexans,Industrie,139.6,-0.64,207524,210437.0,0.99,135.275,135.115,134.795,55.3,3.5,169.0,109.7,142.7,123.8,haussier,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
RUI.PA,Rubis,Énergie,33.4,0.3,140224,103486.0,1.36,33.185,32.899,32.935,56.9,1.79,37.08,27.44,34.02,31.36,,,0,Prix > EMA9 > EMA200 > EMA20,2026-08-07
SW.PA,Sodexo,Services,57.15,0.35,183438,277419.0,0.66,56.805,55.676,49.843,62.9,1.83,58.4,35.5,58.4,51.1,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
SPIE.PA,Spie,Services,46.5,0.09,240224,335625.0,0.72,46.993,47.664,47.571,38.4,2.4,54.55,41.44,49.46,45.72,,,0,EMA20 > EMA200 > EMA9 > Prix,2026-08-07
SK.PA,SEB,Biens de consommation,59.5,-0.67,31050,71397.0,0.43,58.714,55.902,53.563,63.6,4.21,68.6,40.84,62.1,46.2,,,7,Prix > EMA9 > EMA20 > EMA200,2026-08-07
TFI.PA,TF1,Médias,7.01,-0.21,144459,246192.0,0.59,7.002,6.939,7.28,56.7,1.9,9.02,6.55,7.22,6.65,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
TKO.PA,Tikehau Capital,Finance,17.02,0.59,33710,67878.0,0.5,16.944,17.08,17.396,48.5,3.15,20.5,14.58,18.4,15.58,,,0,EMA200 > EMA20 > Prix > EMA9,2026-08-07
VLA.PA,Valneva,Biotech,2.27,2.03,564209,409389.0,1.38,2.209,2.203,2.957,56.1,3.26,5.41,2.03,2.32,2.03,haussier,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
VK.PA,Vallourec,Industrie,18.54,-2.68,784194,946681.0,0.83,19.625,20.313,20.343,31.5,2.9,27.67,14.76,22.31,18.51,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-07
VRLA.PA,Verallia,Industrie,18.56,0.0,13147,26051.0,0.5,18.668,18.958,20.774,42.6,2.76,29.0,15.5,20.54,17.91,,,-7,EMA200 > EMA20 > EMA9 > Prix,2026-08-07
WLN.PA,Worldline,Technologie,12.6,-5.12,294910,528683.0,0.56,12.248,11.462,16.953,61.0,6.58,34.62,9.05,14.01,9.05,,,0,EMA200 > Prix > EMA9 > EMA20,2026-08-07
XFAB.PA,X-FAB,Semi-conducteurs,7.03,3.84,353332,425174.0,0.83,6.807,7.082,6.76,46.8,6.07,15.88,4.09,8.43,6.07,,,0,EMA20 > Prix > EMA9 > EMA200,2026-08-07
